자료생성년월,사업장명,업종,시도,사업장형태,적용일자,가입자수,당월고지금액,신규취득자수,상실가입자수
2026-07,한국교통대학교,비주거용 건물 임대업(점포  자기땅),충청북도,법인,1989-05-01,251,79537240,2,13
2026-07,주식회사티엔에스,사업시설 유지ㆍ관리 서비스업,부산광역시,법인,2020-03-02,51,13122200,2,1
2026-07,주식회사 컨셉인,광고 대행업,서울특별시,법인,2023-05-20,48,18478680,7,1
2026-07,코오롱인더스트리（주）FnC부문,BIZ_NO미존재사업장,서울특별시,법인,2010-01-01,1091,513036380,28,22
2026-07,주식회사 디엠에스테크놀로지,기타 반도체 소자 제조업,경기도,법인,2024-12-01,32,11333520,0,0
2026-07,이지산업개발주식회사,콘크리트 및 철근 공사업,울산광역시,법인,2023-01-05,32,10908340,12,13
2026-07,태림포장(주)파주공장,골판지 제조업,경기도,법인,2017-01-01,93,43291740,2,1
2026-07,두빛나래사회적협동조합,기타 교육지원 서비스업,경기도,법인,2023-01-01,49,8335080,11,1
2026-07,웅진기계설비(주)/일용/[이지스 삼송 2단계 구축 사업]기계설비공사,배관 및 냉ㆍ난방 공사업,경기도,법인,2026-03-11,59,17163740,56,8
2026-07,콘바텍코리아유한회사,기타 일반 기계 및 장비 수리업,서울특별시,법인,2008-08-01,46,26578600,0,2
2026-07,(주)브레인센터,고용 알선업,경기도,법인,2007-02-01,38,8032800,6,1
2026-07,국군수도병원,비주거용 건물 임대업(점포  자기땅),경기도,법인,2003-02-01,69,18072320,0,0
2026-07,다올이앤씨주식회사/일용/국도 77호선신안압해-해남화원도로건설공사(2공구)중전문교량(사장교),유리 및 창호 공사업,전남광주통합특별시,법인,2023-12-27,64,24381820,2,0
2026-07,(주)동승전기_(일용)대전도안2-5지구29BL 공동주택 신축사업 전기설비공사,배관 및 냉ㆍ난방 공사업,대전광역시,법인,2025-02-10,36,15653760,10,0
2026-07,(주)순흥,선박 구성 부분품 제조업,경상남도,법인,2006-05-01,38,13147760,0,0
2026-07,(주)텔릿와이어리스솔루션즈,유선 통신장비 제조업,서울특별시,법인,2006-06-01,103,53160900,2,1
2026-07,삼정엘리베이터(주),미장  타일 및 방수 공사업,서울특별시,법인,1998-01-01,40,14175400,7,7
2026-07,주식회사 비에스산업,BIZ_NO미존재사업장,전남광주통합특별시,법인,2012-11-30,90,49118780,7,18
2026-07,(주)케이엘그룹단구,피자  햄버거  샌드위치 및 유사 음식점업,강원특별자치도,법인,2022-10-01,38,3883380,2,8
2026-07,신흥여객(주),시내버스 운송업,전북특별자치도,법인,1988-01-01,76,37737340,0,0
2026-07,(주)이랜드월드,비주거용 건물 개발 및 공급업,서울특별시,법인,1992-11-10,2405,666836300,211,223
2026-07,쿠팡풀필먼트 부천센터,화물 포장  검수 및 계량 서비스업,경기도,법인,2021-09-01,4412,731800460,1252,1253
2026-07,에이바이봄,두발 미용업,서울특별시,개인,2014-08-01,80,17415120,7,2
2026-07,동방사회복지회 동방아동재활원,BIZ_NO미존재사업장,경기도,법인,2017-12-01,42,16934780,2,1
2026-07,프란치스꼬의집,BIZ_NO미존재사업장,전남광주통합특별시,법인,1998-05-01,40,9275240,0,0
2026-07,선헬스케어인터내셔널 주식회사,데이터베이스 및 온라인 정보 제공업,대전광역시,법인,2001-03-16,34,9064600,0,3
2026-07,대구S한방병원,한방병원,대구광역시,개인,2020-07-30,46,12603220,0,6
2026-07,랜퍼스키즈잉글리쉬어학학원,일반 교과학원,서울특별시,개인,2009-10-21,47,12779660,1,0
2026-07,주식회사에이치티,배관 및 냉ㆍ난방 공사업,경기도,법인,2023-01-02,61,12740800,12,11
2026-07,구미시문화예술회관(강동문화복지회관),비주거용 건물 임대업(점포  자기땅),경상북도,법인,2022-01-01,77,14785020,0,0
2026-07,영전엔지니어링주식회사/일용/평택 전자 P4 그린동 신축공사 중 Ph.4 및 Ph.2 제어공사,배전반 및 전기 자동제어반 제조업,경기도,법인,2025-11-01,50,19099720,4,0
2026-07,라온요양원,BIZ_NO미존재사업장,경기도,개인,2022-03-01,34,8196440,3,4
2026-07,서울보험계리법인(주）,보험 대리 및 중개업,서울특별시,법인,2003-07-01,60,23050960,1,2
2026-07,(주)티에스이,전자코일  변성기 및 기타 전자 유도자 제조업,충청남도,법인,1996-03-01,1095,408402420,46,29
2026-07,(주)빅토스,구두류 제조업,부산광역시,법인,2003-05-12,34,10707860,0,0
2026-07,(주)삼표시멘트-해운,외항 화물 운송업,부산광역시,법인,2010-07-01,42,18878980,1,4
2026-07,강보건영(주)인천지점/일용/검단신도시101역세권공모사업(C9-1 C9-2)중 철근콘크리트공사(C9-2BL)(재승계),콘크리트 및 철근 공사업,인천광역시,법인,2025-05-20,133,61906400,0,24
2026-07,마크성형외과의원,일반의원,서울특별시,개인,2020-09-01,43,15359400,6,6
2026-07,(주)비에이치,해당없음,인천광역시,법인,1999-09-01,1025,416986200,7,32
2026-07,새소망장애인활동지원센터,BIZ_NO미존재사업장,전북특별자치도,법인,2025-01-10,73,11647560,3,2
2026-07,(주)제일정보통신,BIZ_NO미존재사업장,경상남도,법인,1996-07-02,100,32824280,4,2
2026-07,（주）메타시스넷,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2014-10-01,56,9625120,0,1
2026-07,한국오.에스.지(주),톱 및 호환성 공구 제조업,대구광역시,법인,1988-01-01,322,147847580,2,4
2026-07,(주)웰템,산업용 냉장 및 냉동장비 제조업,경상남도,법인,1997-11-01,210,62835180,18,70
2026-07,법무법인(유한)안팍(AHNPARK&PARTNERS),변호사업,서울특별시,법인,2023-03-16,39,16733860,3,1
2026-07,(주)동신교통,시내버스 운송업,전남광주통합특별시,법인,1988-01-01,65,28197160,0,0
2026-07,(주)성일엔텍,미장  타일 및 방수 공사업,경상남도,법인,2000-07-20,36,11320100,0,2
2026-07,주식회사미래테크,BIZ_NO미존재사업장,충청북도,법인,2014-11-18,35,12022360,0,0
2026-07,(합자)대창강업/일용/S-OIL SHAHEEN PROJECT INTERCON 중 intercon철골공사(PKG-2 PKG-3),금속 문  창  셔터 및 관련제품 제조업,울산광역시,법인,2024-05-29,35,19289180,2,10
2026-07,(주) 조형기술개발/일용/삼산대보아파트구역 주택재건축 정비사업 중 철근콘크리트공사,콘크리트 및 철근 공사업,인천광역시,법인,2025-04-28,80,32537060,27,0
2026-07,장성농업협동조합,슈퍼마켓,전남광주통합특별시,법인,1988-01-01,75,33396580,0,0
2026-07,유퍼스트보험마케팅(주),보험 대리 및 중개업,서울특별시,법인,2002-03-01,273,80473600,8,3
2026-07,안양여자고등학교,해당없음,경기도,법인,2000-03-01,34,12572760,0,0
2026-07,주식회사제이앤케이컴퍼니,경영 컨설팅업,부산광역시,법인,2023-09-01,80,20643220,8,30
2026-07,SK 엠앤서비스(주),응용 소프트웨어 개발 및 공급업,서울특별시,법인,2000-02-10,1089,413486040,30,37
2026-07,츄고쿠삼화페인트(주),일반용 도료 및 관련제품 제조업,경상남도,법인,1988-11-18,214,120953400,7,0
2026-07,(주)무림하우징,건축물 일반 청소업,경기도,법인,2002-01-04,123,32671160,8,4
2026-07,주식회사 연우구조,건물 및 토목 엔지니어링 서비스업(기술사),서울특별시,법인,2023-02-20,38,17641540,0,0
2026-07,이수내과의원,요양병원,충청남도,개인,2012-12-07,67,23487540,2,4
2026-07,태성로지스 주식회사,BIZ_NO미존재사업장,경기도,법인,2012-02-13,84,27075060,1,2
2026-07,(주)이랜드리테일,백화점,서울특별시,법인,1988-01-01,1848,680246500,22,34
2026-07,(주)금화피에스시 내 신한울정비 현장,유리 및 창호 공사업,경상북도,법인,2015-03-16,51,25347400,1,1
2026-07,(주)씨에이치컴퍼니,건축물 일반 청소업,경상북도,법인,2025-01-01,42,14544400,0,2
2026-07,(주)현대디엘,톱 및 호환성 공구 제조업,대구광역시,법인,2010-06-01,57,18917300,1,0
2026-07,더퍼스트병원,일반의원,대구광역시,개인,2023-05-15,85,25718680,3,3
2026-07,순천하나병원,일반의원,전남광주통합특별시,개인,2006-02-01,200,66244840,3,3
2026-07,리뉴어스 주식회사,BIZ_NO미존재사업장,경기도,법인,2018-01-22,2169,874631600,39,27
2026-07,경원고등학교,해당없음,대구광역시,법인,1997-03-01,43,16727920,0,0
2026-07,(주)반도건설,기타 토목 시설물 건설업,서울특별시,법인,2008-03-01,397,210136140,1,7
2026-07,두원(주),자동차 중고 부품 및 내장품 판매업,충청남도,법인,1990-01-01,93,42478280,0,1
2026-07,주식회사드라이브포스,산업용 로봇 제조업,부산광역시,법인,2019-09-30,50,22359220,4,0
2026-07,서귀포시서귀포보건소,BIZ_NO미존재사업장,제주특별자치도,법인,2006-07-01,56,14703820,8,1
2026-07,유한회사 공성,주형 및 금형 제조업,인천광역시,법인,2003-11-01,30,10748080,0,2
2026-07,광용건설합자회사/일용/상인센트럴자이(대구)중철근콘크리트공사,콘크리트 및 철근 공사업,대구광역시,법인,2025-06-12,91,29134620,19,1
2026-07,(주)정다운자연일가,육류 도축업(가금류 제외),경기도,법인,2019-07-01,67,23643140,4,2
2026-07,육군탄약지원사령부-재정실,BIZ_NO미존재사업장,대전광역시,법인,2015-02-01,68,14327560,1,0
2026-07,충청남도시각장애인복지관(장애인활동지원),해당없음,충청남도,법인,2014-03-01,89,13602420,0,1
2026-07,중국건설은행서울지점,국내은행,서울특별시,법인,2004-03-01,81,43982140,1,0
2026-07,(주)심텍오창지점,그 외 기타 전자 부품 제조업,충청북도,법인,2015-07-01,253,120625300,32,2
2026-07,증평군청(기간제근로자),비주거용 건물 임대업(점포  자기땅),충청북도,법인,2016-12-12,56,11741340,14,7
2026-07,보보스링크(주),고용 알선업,서울특별시,법인,2002-06-05,1524,325193440,168,185
2026-07,(주)씨티알홀딩스,지주회사,경상남도,법인,2007-07-06,39,19996120,2,0
2026-07,한국섬진흥원,BIZ_NO미존재사업장,전남광주통합특별시,법인,2021-09-13,54,24080120,0,0
2026-07,SK네트웍스(주),상품 종합 도매업,경기도,법인,1988-01-01,242,138501220,0,44
2026-07,(주)이인벤션,그 외 기타 상품 전문 도매업,서울특별시,법인,2009-05-01,55,14660840,1,5
2026-07,주식회사세보엠이씨-(일용)고성 천연가스발전소 건설공사 (주배관공사 2공구),배관 및 냉ㆍ난방 공사업,경상남도,법인,2024-04-16,76,35271860,19,1
2026-07,그린피아기술(주),기타 기술 시험  검사 및 분석업,서울특별시,법인,1988-01-01,73,45084120,0,0
2026-07,(주)더존비즈온,기록매체 복제업,강원특별자치도,법인,1989-01-01,1762,780570940,25,30
2026-07,(주)에버넷,물질 검사  측정 및 분석 기구 제조업,인천광역시,법인,2006-07-01,40,12005700,0,5
2026-07,(주)동호씨앤엠,BIZ_NO미존재사업장,대구광역시,법인,2014-08-01,31,11071080,0,0
2026-07,백운요양병원,요양병원,인천광역시,개인,2017-06-21,88,26559060,1,6
2026-07,(주)아이앤유앤아이,남녀용 겉옷 및 셔츠 도매업,서울특별시,법인,2007-12-01,31,12114460,0,0
2026-07,쁨글로벌의원,일반의원,부산광역시,개인,2024-08-14,78,29128480,8,3
2026-07,세인트존스베리아카데미제주,외국인학교,제주특별자치도,법인,2017-10-23,213,108977300,5,22
2026-07,한국교육학술정보원(재),애완 동물 장묘 및 보호 서비스업,대구광역시,법인,1999-04-22,429,201722680,4,3
2026-07,최안과의원,일반의원,경상남도,개인,2000-09-01,54,16686220,2,0
2026-07,근로복지공단 태백병원,요양병원,강원특별자치도,법인,1988-08-26,269,110380280,17,8
2026-07,주식회사 흥업,백화점,서울특별시,법인,1990-10-25,33,11472420,0,0
2026-07,주식회사케이디이엔지,기타 엔지니어링 서비스업,충청남도,법인,2013-08-01,65,25223360,7,1
2026-07,(주)애드미러,기타 화학 물질 및 화학제품 도매업,서울특별시,법인,2003-09-01,35,12673840,1,1
2026-07,진영TBX주식회사,내연기관 제조업,경상남도,법인,2001-08-01,98,41558840,0,2
2026-07,（주）에스티엠/일용/용인 Cluster1기 구축공사 중 안전시설물 설치해체공사-1(FAB),건물용 금속 공작물 설치 공사업,경기도,법인,2025-02-20,49,17813000,10,0
2026-07,대신농산(주),기타 곡물 가공품 제조업,경기도,법인,1988-01-01,46,15187600,0,0
2026-07,(주)자이언트컴,BIZ_NO미존재사업장,서울특별시,법인,2013-11-22,93,19019000,12,11
2026-07,신원물산(주),조리 반찬류 소매업,충청남도,법인,1988-01-01,30,6569000,3,4
2026-07,주식회사 드림테크,그 외 기타 분류 안된 사업 지원 서비스업,경상남도,법인,2023-07-03,40,10304760,2,7
2026-07,대현기건(주)/일용/스타필드청라현장 일반설비공사(1공구),미장  타일 및 방수 공사업,인천광역시,법인,2025-04-18,51,22771580,20,1
2026-07,합자회사을로운수,시내버스 운송업,전남광주통합특별시,법인,2009-01-01,286,118961540,2,4
2026-07,주식회사엠서치마케팅,광고 대행업,서울특별시,법인,2021-04-23,34,11300740,1,2
2026-07,일우건업(주)-(일용)힐스테이트 도안리버파크 2단지(4BL)철근콘크리트공사 2공구,유리 및 창호 공사업,대전광역시,법인,2025-01-17,36,14239380,4,0
2026-07,주식회사 중앙엠앤에이치,그 외 기타 분류 안된 전문  과학 및 기술 서비스업,서울특별시,법인,2004-08-01,66,16216160,1,13
2026-07,준제이엔씨(주)/일용/힐스테이트 용인마크밸리 공조설비공사,건물용 기계ㆍ장비 설치 공사업,경기도,법인,2025-05-12,44,20695640,2,0
2026-07,주식회사 넥스트플레이어,남녀용 겉옷 및 셔츠 도매업,서울특별시,법인,2013-06-29,136,50818680,19,8
2026-07,(주)플라워즈,BIZ_NO미존재사업장,경기도,법인,2014-04-04,38,12694760,0,2
2026-07,(주)비엠아이,산업용 로봇 제조업,대구광역시,법인,1999-01-04,41,17314720,1,2
2026-07,율요양원,BIZ_NO미존재사업장,대전광역시,개인,2019-12-01,42,9159700,2,8
2026-07,주식회사라피끄,화장품 제조업,충청남도,법인,2017-02-01,40,12319420,1,1
2026-07,(주)더프롭,기타 산업용 기계 및 장비 임대업,경기도,법인,2018-08-16,33,10828540,4,5
2026-07,한국건강관리협회광주전남지부,그 외 기타 보건업,전남광주통합특별시,법인,2001-07-25,194,83932760,9,2
2026-07,주식회사 청송,경비 및 경호 서비스업,인천광역시,법인,1998-05-01,45,12534760,3,2
2026-07,주식회사세형로직스앤스테이지,냉장 및 냉동 창고업,경기도,법인,2020-03-09,48,11122460,1,1
2026-07,안진회계법인,세무사업,서울특별시,법인,1988-01-01,2415,1311676580,49,70
2026-07,주식회사인피니소프트,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2011-10-04,44,17441680,2,3
2026-07,의료법인 무등의료재단,요양병원,경기도,법인,2007-04-23,97,29272260,0,0
2026-07,수내본정형외과의원,일반의원,경기도,개인,2021-08-02,35,13694780,0,3
2026-07,보람상조개발(주),장례식장 및 장의관련 서비스업,서울특별시,법인,1993-08-27,257,82914780,6,54
2026-07,주식회사웰브릿지,경영 컨설팅업,서울특별시,법인,2013-10-01,120,22823600,21,9
2026-07,한화호텔앤드리조트(주) 에스테이트 부문,휴양 콘도 운영업,서울특별시,법인,2021-07-01,1935,617885140,49,48
2026-07,주식회사케이앤이,배관 및 냉ㆍ난방 공사업,충청북도,법인,2017-03-01,60,25307060,1,1
2026-07,가람상사주식회사,주차장 운영업,대전광역시,법인,2018-01-01,53,11656080,0,0
2026-07,주식회사동방코스메틱,화장품 및 화장용품 도매업,인천광역시,법인,2015-05-01,122,34177340,14,5
2026-07,효성티앤씨(주)구미공장,화학섬유 방적업,경상북도,법인,2018-06-01,385,222395960,2,3
2026-07,한맥중공업(주)/일용/평택전자P4대기방지신축공사 중 철골및금속공사[PH4 FAB북 복합동]+[PH2 FAB남 동],금속 문  창  셔터 및 관련제품 제조업,경기도,법인,2025-08-19,133,40664440,16,0
2026-07,(주)다한/일용/2026년도 년간 내화물 보수물량 일괄도급 계약 (다한),방음  방진 및 내화 공사업,강원특별자치도,법인,2026-01-01,30,9990000,24,1
2026-07,예미농업협동조합,국내은행,강원특별자치도,법인,1988-01-01,66,19027340,1,1
2026-07,한국후지쯔(주),응용 소프트웨어 개발 및 공급업,서울특별시,법인,1988-01-01,136,80534140,0,1
2026-07,(유)매일교통,택시 운송업,경상남도,법인,1988-01-01,38,3402180,0,0
2026-07,(주)동양환경,시멘트 제조업,전남광주통합특별시,법인,2001-03-01,43,14110060,1,3
2026-07,(주)신유건설/일용/남원주역세권 A-2블럭 중흥S-클래스 공동주택 신축공사 중 골조공사,콘크리트 및 철근 공사업,강원특별자치도,법인,2025-05-29,39,17232780,1,7
2026-07,영동군청,비주거용 건물 임대업(점포  자기땅),충청북도,법인,1992-07-13,131,48134160,0,0
2026-07,라쿨 주식회사,전동기 및 발전기 제조업,경기도,법인,1999-01-01,66,27044000,0,0
2026-07,주식회사 딜라이브마포케이블티브이,유선 방송업,서울특별시,법인,2009-01-01,30,12204720,0,1
2026-07,(주)인투웍스,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2017-05-18,35,9992280,4,4
2026-07,퀸즈파크여성병원,일반의원,부산광역시,개인,2018-04-03,58,19993520,1,2
2026-07,하솔기업,기타 소사장제,경상남도,개인,2024-06-26,85,30986900,2,1
2026-07,주식회사경은,자동차 차체용 신품 부품 제조업,충청남도,법인,2023-01-01,50,13908800,0,2
2026-07,인테이크주식회사,과실류 도매업,서울특별시,법인,2013-02-19,69,27222860,6,4
2026-07,어플라이드 머티어리얼즈 코리아(주),기타 반도체 소자 제조업,경기도,법인,1989-01-01,2437,1447546100,32,30
2026-07,엠지신용정보 주식회사,BIZ_NO미존재사업장,서울특별시,법인,2010-11-01,1277,351265320,31,52
2026-07,(주)올덴,접착제 및 젤라틴 제조업,경기도,법인,2017-08-03,50,15749420,1,2
2026-07,나이스엔지니어링(주),가전제품 수리업,서울특별시,법인,2018-04-16,760,285805740,3,12
2026-07,다온테크,기타 소사장제,경상남도,개인,2020-01-01,33,7522460,16,17
2026-07,(주)테크피아엔지니어링종합건축사사무소,기타 인문 및 사회과학 연구개발업,경기도,법인,2015-04-20,30,6807920,0,0
2026-07,고메드갤러리아(주),경영 컨설팅업,서울특별시,법인,2025-12-01,1078,336034920,36,49
2026-07,계성초등학교,해당없음,서울특별시,법인,1992-04-28,30,7116960,0,0
2026-07,(주)도화엔지니어링,기타 엔지니어링 서비스업,서울특별시,법인,1988-01-01,2363,1218726380,29,35
2026-07,（주）미래종합건설/일용/현대건설 S-OIL 샤힌 에틸렌시설 토목공사(U&O-2),미장  타일 및 방수 공사업,울산광역시,법인,2024-04-01,297,132501580,77,2
2026-07,고려인삼과학주식회사,두부 및 유사 식품 제조업,경기도,법인,1999-04-01,44,13922540,0,0
2026-07,주식회사피앤코,그 외 기타 전자 부품 제조업,경기도,법인,2016-01-01,48,12035840,32,0
2026-07,(주)엠오토텍,전기용 기계ㆍ장비 및 관련 기자재 도매업,경기도,법인,2022-03-01,138,35900560,0,8
2026-07,코스맥스비티아이(주),화장품 제조업,경기도,법인,1993-03-05,378,199590240,42,15
2026-07,유성기업(주)영동공장,그 외 자동차용 신품 부품 제조업,충청북도,법인,2001-02-08,216,124014140,0,2
2026-07,의료법인남촌의료재단,요양병원,경기도,법인,2018-09-01,1081,398313260,36,20
2026-07,주식회사선진정보통신,사업시설 유지ㆍ관리 서비스업,경기도,법인,2024-11-11,32,9779940,1,0
2026-07,(주)이룸로지스틱스,시내버스 운송업 / 시외버스 운송업 / 택시 운송업,인천광역시,법인,2013-06-01,32,9326680,5,4
2026-07,(주)내츄럴엔도텍,기타 가공식품 도매업,경기도,법인,2001-06-14,84,30992320,3,6
2026-07,주식회사 카페봄봄,커피 및 차류 도매업,대구광역시,법인,2019-04-01,32,8431440,3,1
2026-07,(주)한국리서치,경영 컨설팅업,서울특별시,법인,1988-01-01,337,140820060,13,19
2026-07,주식회사한은이엔씨/일용/인천검단AA13-2블록 공공주택사업(인천)중 설비공사,배관 및 냉ㆍ난방 공사업,인천광역시,법인,2025-09-23,45,21788980,4,0
2026-07,주식회사에듀베스트교육,경영 컨설팅업(경영지도사),서울특별시,법인,2011-05-01,44,8885340,0,3
2026-07,주식회사 카카오엔터테인먼트,응용 소프트웨어 개발 및 공급업,경기도,법인,2010-07-01,1032,577574480,9,12
2026-07,(주)에이치티에스호텔앤푸드,기관 구내식당업,서울특별시,법인,2014-03-01,32,4750100,5,4
2026-07,사랑의복지관,해당없음,서울특별시,법인,1998-01-01,87,20049840,2,2
2026-07,성림제관(주),BIZ_NO미존재사업장,경상남도,법인,1988-01-01,40,19075760,0,1
2026-07,주식회사 씨엘씨컴퍼니,의료용품 및 기타 의약 관련제품 제조업,경기도,법인,2018-01-01,55,14254040,6,7
2026-07,(주)남양이엔에스,배관 및 냉ㆍ난방 공사업,전남광주통합특별시,법인,2005-11-01,33,10810000,7,27
2026-07,동명전기(주),일반용 전기 조명장치 제조업,경기도,법인,1998-10-01,43,13980860,0,0
2026-07,주식회사원익큐엔씨,가정용 유리제품 제조업,경상북도,법인,2003-12-01,1228,616720560,21,17
2026-07,음성시니어클럽,해당없음,충청북도,개인,2019-02-01,31,8128600,0,0
2026-07,(주)퓨쳐켐,접착제 및 젤라틴 제조업,서울특별시,법인,2002-01-09,80,31999400,1,0
2026-07,호산티엠에스 주식회사,건축물 일반 청소업,서울특별시,법인,2010-07-01,50,12080940,2,1
2026-07,아쿠아플라넷(주) 일산,그 외 기타 분류 안된 사업 지원 서비스업,경기도,법인,2021-04-01,72,20832060,4,6
2026-07,대흥공업(주),금속 단조제품 제조업,경상남도,법인,1998-09-01,70,26289060,0,0
2026-07,（주）코어시큐리티,BIZ_NO미존재사업장,서울특별시,법인,2011-09-01,37,13897500,2,1
2026-07,예일병원,BIZ_NO미존재사업장,충청남도,개인,2010-05-01,52,15878760,2,0
2026-07,우아한방병원,한방병원,부산광역시,개인,2022-10-28,30,9162820,3,4
2026-07,주식회사유플러스아이티,응용 소프트웨어 개발 및 공급업,서울특별시,법인,2007-03-09,441,143850840,19,48
2026-07,주식회사 티윈,응용 소프트웨어 개발 및 공급업,경기도,법인,2018-07-13,33,11032680,2,3
2026-07,효행노인복지센터재가장기요양기관,BIZ_NO미존재사업장,경상북도,개인,2018-03-02,32,5074600,4,4
2026-07,(주)윈앤윈우드/일용/광주 중외공원 공동주택 2BL 3BL 신축공사 중 합판마루공사,박판  합판 및 유사 적층판 제조업,전남광주통합특별시,법인,2025-11-24,30,9891220,24,0
2026-07,대인（주）,금속 문  창  셔터 및 관련제품 제조업,경기도,법인,2006-08-01,35,10673420,0,0
2026-07,동고성농업협동조합,국내은행,경상남도,법인,1997-06-02,67,32401040,1,0
2026-07,(주) 에이치제이중공업,강선 건조업,부산광역시,법인,2007-08-01,1032,549506980,8,8
2026-07,대중병원,요양병원,전남광주통합특별시,개인,2001-08-01,126,40475540,1,5
2026-07,보건복지상담센터,비주거용 건물 임대업(점포  자기땅),경기도,법인,2005-08-16,201,60197920,2,6
2026-07,(사단)한국도서관협회,서적  잡지 및 기타 인쇄물 도매업,서울특별시,법인,1997-04-01,30,8858300,0,2
2026-07,주식회사 퍼플페퍼,광고 대행업,서울특별시,법인,2024-06-01,60,21569300,10,9
2026-07,(주)해승종합건축사사무소,건축 설계 및 관련 서비스업,서울특별시,법인,1996-06-01,56,25424540,0,1
2026-07,(주)엘지생활건강,화장품 제조업,서울특별시,법인,2001-04-01,3948,2266326960,12,19
2026-07,주식회사 더세이프앤코,BIZ_NO미존재사업장,제주특별자치도,법인,1992-04-02,44,11853580,5,5
2026-07,진남토건（주）-(일용)GSCNo.5KeroMerox WAONo.4CogenProject(전남)부대토목,기타 토목 시설물 건설업,전남광주통합특별시,법인,2026-01-02,30,12498660,10,0
2026-07,서해그린환경(주),경영 컨설팅업(경영지도사),충청남도,법인,2009-09-01,42,16524620,1,3
2026-07,현대고등학교,해당없음,울산광역시,법인,1997-09-01,34,13515960,2,0
2026-07,주식회사코이션(koitionco.ltd),응용 소프트웨어 개발 및 공급업,대전광역시,법인,2014-04-01,84,19614320,22,4
2026-07,（주）태흥특수건설/일용/청주 P&T7 신축 Project 중 파일공사 (WLP WT),미장  타일 및 방수 공사업,충청북도,법인,2026-03-11,109,59360260,7,23
2026-07,주식회사에스티영원,산업용 섬유 세척  염색  정리 및 가공 기계 제조업,대구광역시,법인,2021-07-01,47,16555120,4,1
2026-07,(주)잡피플,그 외 기타 분류 안된 사업 지원 서비스업,경기도,법인,2025-08-01,88,17156360,4,4
2026-07,주식회사 뉴메코,BIZ_NO미존재사업장,서울특별시,법인,2013-03-29,57,26933200,2,2
2026-07,（주）삼세,육류 도축업(가금류 제외) / 가금류 도축업,경상북도,법인,2005-05-01,30,9718880,0,1
2026-07,화창주식회사,임시 및 일용 인력 공급업,경상남도,법인,2023-05-01,54,16823120,1,0
2026-07,동의한방병원,한방병원,경기도,개인,2016-01-25,42,14032200,0,1
2026-07,로드러너주식회사,산업용 로봇 제조업,경기도,법인,2022-01-01,31,13750680,0,0
2026-07,주식회사미도물산,셔츠 및 블라우스 제조업,서울특별시,법인,2001-11-08,48,13946160,5,1
2026-07,(주) 태경하이텍/일용/P4 Ph4 2 배관훅업 시공 공사 중 BULK  S-GAS 공사,유압 기기 제조업,경기도,법인,2026-03-01,37,7220940,33,3
2026-07,사은의집,BIZ_NO미존재사업장,전북특별자치도,법인,2008-07-22,39,9415020,2,0
2026-07,（주）명신플라텍,BIZ_NO미존재사업장,울산광역시,법인,2011-07-01,34,11519420,0,0
2026-07,종합전기（주）/일용/반포주공1단지(1 2 4주구) 주택재건축 전기공사(3공구),배관 및 냉ㆍ난방 공사업,서울특별시,법인,2024-12-10,38,18744520,4,0
2026-07,대주중공업（주）/일용/프로젝트 TIMBUKTU 데이터센터 개발사업 중 철골공사,육상 금속 골조 구조재 제조업,경기도,법인,2025-07-01,33,17088880,7,0
2026-07,대명광학(주),안경 및 안경렌즈 제조업,충청북도,법인,1998-12-01,51,21637480,0,1
2026-07,페렉스 주식회사,기타 목재 가구 제조업,충청남도,법인,2022-01-01,35,10771780,0,1
2026-07,(주)재영,플라스틱 합성피혁 제조업,경상북도,법인,2008-03-01,33,13398860,0,0
2026-07,광건티앤씨（주）/일용/P4 Ph4(상동) 마감공사 중 Ph4 수장공사 2공구(사전공사),건물용 금속 공작물 설치 공사업,경기도,법인,2025-09-12,62,18404320,12,0
2026-07,주식회사 류하,그 외 기타 분류 안된 사업 지원 서비스업,경상남도,법인,2025-07-01,33,6721680,0,1
2026-07,삼성바이오로직스(주),BIZ_NO미존재사업장,인천광역시,법인,2011-04-22,5366,3279507700,20,41
2026-07,농업회사법인　주식회사　스마일팜,가금류 가공 및 저장 처리업,경기도,법인,2015-07-01,71,27696160,22,4
2026-07,씨제이올리브영주식회사,화장품 및 화장용품 도매업,서울특별시,법인,2019-11-01,5658,2541631140,90,74
2026-07,세방익스프레스(주),통관 대리 및 관련서비스업 / 화물 운송 중개  대리,서울특별시,법인,1988-01-01,126,55728320,2,2
2026-07,굿모닝요양원,BIZ_NO미존재사업장,충청남도,법인,2019-06-24,32,7467560,4,4
2026-07,성호고등학교,BIZ_NO미존재사업장,경기도,법인,2000-07-10,38,13855380,0,0
2026-07,(주)딴지그룹,데이터베이스 및 온라인 정보 제공업,서울특별시,법인,2000-03-01,30,9983040,0,0
2026-07,헨켈코리아 (유),접착제 및 젤라틴 제조업,충청남도,법인,2018-01-01,389,201259600,2,2
2026-07,아름다운화장품(주),화장품 제조업,충청남도,법인,2000-05-01,99,29296360,3,6
2026-07,특허법인(유한)유일하이스트,변리사업,서울특별시,법인,2017-11-01,62,24685000,1,0
2026-07,충북보건과학대학교,비주거용 건물 임대업(점포  자기땅),충청북도,법인,1995-01-01,62,14469320,3,2
2026-07,세인트병원,일반병원,인천광역시,개인,2026-03-15,44,16119780,38,1
